,name,price,ship cost
18,IBM-LAPTOP-LENOVO-T61-WINDOWS-10-WIN-COMPUTER-WIRELESS-WIFI-CDRW-DVD-NOTEBOOK-PC,$123.00,Free Shipping
19,Microsoft-Surface-Book-2-GEN-13-5-Core-i5-8350U-1-7GHz-8GB-256GB-Intel-620,$699.99,+$19.99 shipping
20,Microsoft-Surface-13-5-Touchscreen-Laptop-Intel-Core-m3-7Y30-4GB-Memory,$330.00,+$40.90 shipping
21,Lot-of-5-Dell-Latitude-3330-Laptops-1-50GHz-Celeron-1007U-4GB-RAM-No-HDD,$500.00,+$23.13 shipping
22,HP-13-an0031wm-Pavilion-13-3-FHD-i3-8145U-2-1GHz-8GB-RAM-128GB-SSD-Win-10-Home,$19.99,Free Shipping
23,Dell-Latitude-Laptop-Computer-Core-2-Duo-WIFI-Windows-10-Pro-14-DVD-CDRW-4GB,$264.00,Free Shipping
24,DELL-LATiTUDE-LAPTOP-WINDOWS-10-INTEL-CORE-2-DUO-DVD-WiFi-NOTEBOOK-HD-COMPUTER,$123.00,Free Shipping
25,Dell-Latitude-E5450-14-Laptop-i5-5300U-2-30GHz-8GB-RAM-No-HD-C021404,$127.00,Free Shipping
26,DELL-LAPTOP-LATITUDE-CORE-i3-4GB-160GB-HD-DVD-WINDOWS-10-WIN-NOTEBOOK-WiFi-HDMI,$125.00,Free Shipping
27,HP-Split-X2-Laptop-Tablet-13-M110dx-13-3-120-GB-SSD-HD-4-GB-RAM,$143.00,+$17.95 shipping
28,Lenovo-330S-15ARR-15-6-Laptop-AMD-Ryzen-5-8GB-Memory-128GB-Solid-State,$149.00,+$15.70 shipping
29,HP-ProBook-640-G1-Laptop-Notebook-i5-4300M-2-6GHz-8GB-500GB-DVDRW-No-OS-14,$274.00,Free Shipping
30,Lenovo-Thinkpad-X1-Carbon-14-i7-3667U-2-00GHz-8GB-240GB-SSD-NO-OS-TOUCHSCREEN,$137.99,Free Shipping
31,Dell-Studio-XPS-1340-13-3-Laptop-Intel-Core-2-Duo-2-4-GHz-NVIDIA-Graphics-Used,$225.00,Free Shipping
32,MSI-GP63-Leopard-8RE-Gaming-Laptop-8RE-077US-Open-Box,$100.00,Free Shipping
33,Dell-XPS-13-9350-i5-6200U-2-4ghz-8GB-ram-256GB-SSD-Notebook-Laptop-touch,$150.00,+$15.00 shipping
34,New-HP-ProBook-450-G6-Business-Laptop-15-6-HD-i5-8265U-4GB-500GB-Win10Pro,$749.00,Free Shipping
35,Dell-Latitude-E5470-Core-i5-6440HQ-CPU-2-60GHz-256GB-SSD-8GB-RAM-B-Grade-Win-10,$330.00,Free Shipping
36,HP-13-ah0051wm-Envy-Ultra-thin-13-3-FHD-i5-8250U-1-6GHz-8GB-RAM-256GB-SSD-Win,$529.00,Free Shipping
37,HP-Laptop-15-6-HD-LED-Disp-AMD-Dual-Core-A9-1TB-Win-10-HDMI-15-DB0031NR-Nice,$224.99,+$5.00 shipping
38,Dell-Laptop-Latitude-E5520-Intel-Core-i3-DVD-RW-Windows-10-15-6-LCD-HDMI-WEBCAM,$442.00,Free Shipping
39,DELL-LATiTUDE-E6520-LAPTOP-WINDOWS-10-WIN-DVD-INTEL-i5-2-5GHz-4GB-320GB-HD-HDMI,$195.00,Free Shipping
40,LENOVO-THINKPAD-T410-LAPTOP-WINDOWS-10-WIN-32bit-i5-2-4GHz-160GB-HD-DVD-WiFi-PC,$159.00,Free Shipping
41,IBM-LENOVO-LAPTOP-THINKPAD-15-4-WINDOWS-10-CORE-2-DUO-CDRW-DVD-WiFi-NOTEBOOK-HD,$219.00,Free Shipping
42,Lenovo-ThinkPad-Yoga-11e-11-6-Touch-Chromebook-Laptop-4GB-16GB-20DU000AUS,$145.00,Free Shipping
43,Toshiba-Tecra-Z40T-B-14-i5-5300U-8GB-128GB-SSD-Touchscreen-Win-10-Pro-Laptop,$149.00,Free Shipping
44,Acer-Nitro-5-Gaming-Laptop-Intel-Core-i5-8300H-2-3GHz-8GB-Ram-1TB-HDD-Windows10H,$94.95,Free Shipping
45,HP-Pavilion-X360-14-Touchscreen-i3-8130U-8GB-500GB-HDD-W10-2-in-1-Laptop,$187.99,Free Shipping
46,HP-ProBook-6555b-Laptop-2-1GHz-AMD-Athlon-II-P320-4GB-RAM-160GB-HDD-Win-7-PRO,$499.99,Free Shipping
47,HP-EliteBook-840-G3-14-i5-6300u-2-4GHz-8GB-RAM-180GB-SSD-Windows-10-Home,$318.99,Free Shipping
48,HP-17-3-TOUCHSCREEN-Laptop-8GB-Ram-AMD-Ryzen-3-40GHz-1TB-HD-DVD-RW-WebCam-Pink,$69.99,Free Shipping
49,DELL-LAPTOP-LATITUDE-E6420-2-5ghz-8GB-320GB-14-DVD-WINDOWS-10-WIN-WiFi-HDMI-PC,$234.99,Free Shipping
50,Acer-Nitro-5-15-6-Gaming-Laptop-Intel-i5-9300H-2-4GHz-8GB-Ram-256GB-SSD-Win10H,$419.94,Free Shipping
51,HP-15-6-Touch-Screen-Laptop-Intel-2-3GHz-DVD-RW-500GB-HDD-4GB-RAM-Webcam-Red,$195.00,Free Shipping
52,Daktech-Plaidbook-SP15R-14-Laptop-Intel-i3-2310M-4GB-RAM-320GB-HDD-Win-10-J681,$549.99,Free Shipping
53,Daktech-Classmate-Touch-Laptop-Intel-Celeron-1-58GHz-4GB-RAM-128GB-SSD-Win-10,$299.00,Free Shipping
54,HP-14-dk0028wm-Notebook-14-HD-Ryzen-3-3200U-2-6GHz-4GB-RAM-128GB-SSD-Win-10,$79.99,Free Shipping
55,HP-LAPTOP-840-G1-ELITEBOOK-WINDOWS-10-PRO-WIN-INTEL-i5-WEBCAM-WiFi-8GB-128GB-SSD,$69.99,Free Shipping
56,Dell-Precision-M6600-Laptop-Core-i7-2760QM-2-40GHz-8GB-RAM-120GB-SSD-Win-10,$205.00,+$15.99 shipping
57,HP-Stream-Laptop-11-HD-Display-Intel-N4000-32GB-HD-Win10-S-11-AH131NR-Very-Nice,$222.00,+$5.00 shipping
58,HP-Laptop-14-HD-Disp-AMD-Dual-Core-32GB-HD-4GB-DDR4-Win10-14-CM0012NR-Very-Nice,$139.99,Free Shipping
59,HP-14-dk0022wm-Notebook-14-HD-Ryzen-3-3200U-2-6GHz-4GB-RAM-128GB-SSD-Win-10,$95.00,Free Shipping
60,DELL-LAPTOP-LATiTUDE-WINDOWS-10-WIN-INTEL-CORE-i5-4GB-250GB-DVD-RW-WIFI-15-6-HD,$119.00,Free Shipping
61,Google-Chromebook-Pixel-Laptop-i5-3427U-1-80GHz-4GB-RAM-32GB-SSD-Chrome-OS,$206.00,Free Shipping
62,Acer-TravelMate-P255-15-6-Laptop-Intel-Core-i5-4210U-1-70GHz-4GB-RAM-250GB-HDD,$173.00,+$12.02 shipping
