,name,price,ship cost
42,Dell-Latitude-E7250-12-5-Core-i5-5300U-2-30GHz-8GB-256GB-SSD-Win-10-Laptop,$139.97,+$28.01 shipping
43,Dell-Inspiron-3542-4th-Gen-Intel-Core-i3-4030U-1-90GHz-8GB-RAM-1TB-HDD,$99.99,Free Shipping
44,Toshiba-Portege-Z20T-B-12-5-M-5Y71-8GB-128GB-SSD-HDMI-Win-10-Pro-2-in-1-Laptop,$158.99,Free Shipping
45,Dell-I3576-5511BLK-PUS-Inspiron-15-3000-Series-8GB-DDR-1TB-HDD-15-6-Laptop,$91.00,+$22.55 shipping
46,Lenovo-ThinkPad-T495-Ryzen-7-3700U-16GB-Ram-256GB-SSD-WTY-2023,$799.00,Free Shipping
47,Alienware-m15-15-6-Gaming-Laptop-i7-8750H-16GB-1TB-HD-128-GB-SSD-GTX-1060-SILVER,$880.00,Free Shipping
48,Dell-Vostro-1500-15-4-Windows-7-Pro-32-Bit-Laptop-120GB-2GB-DVD-RW-Wireless,$89.00,Free Shipping
49,MICROSOFT-SURFACE-LAPTOP-TOUCHSCREEN-1769-13-5-INTEL-i5-7200U-4GB-RAM-128G-SSD,$149.00,+$12.80 shipping
50,Acer-Nitro-5-15-6-Gaming-Laptop-Intel-i5-9300H-2-4GHz-8GB-Ram-1TB-HDD-128GB-SSD,$599.99,Free Shipping
51,Dell-Latitude-E5470-Laptop-Notebook-i7-6820HQ-2-7GHz-8GB-250GB-SSD-HD-14-No-OS,$249.99,Free Shipping
52,Lenovo-T440-Core-i5-2-9GHz-8GB-RAM-128GB-SSD-Webcam-Windows-10-Pro,$149.00,Free Shipping
53,Microsoft-Surface-Touchscreen-Laptop-Intel-i5-7th-Gen-8GB-RAM-256GB-SSD-Win-10,$564.00,Free Shipping
54,Lenovo-Yoga-710-11IKB-Win-10-Pentium-1-5Ghz-4GB-128GB-SSD-11-6-Laptop-Tablet,$95.00,+$14.95 shipping
55,Dell-Latitude-E6410-Laptop-2-53GHz-i3-M380-2-53Ghz-4GB-320GB-WebCam-Wi-Fi-W10,$35.00,+$15.99 shipping
56,Lenovo-ThinkPad-T470-14-FHD-Laptop-Computer-Intel-Core-i5-6300U-256GB-SSD,$0.99,+$19.81 shipping
57,Dell-Latitude-E6530-Laptop-15-6-i5-3340M-8GB-RAM-128GB-SSD-No-OS-FAST-Ship,$99.99,Free Shipping
58,Acer-Aspire-5-AMD-Ryzen-3200U-2-60GHz-4GB-Ram-128GB-SSD-Windows-10-Home,$279.99,Free Shipping
59,Motile-M141-BK-14-FHD-Ryzen-3-3200U-2-6GHz-4GB-RAM-128GB-SSD-Win-10-Home-Black,$249.99,Free Shipping
60,SEALED-Acer-Chromebook-14-Atom-x5-E8000-4GB-RAM-32GB-eMMC-CB3-431-12K1,$149.99,Free Shipping
61,HP-Stream-Laptop-14-HD-LED-Display-AMD-A4-32GB-HD-Windows-10-S-14-DS0035NR,$109.00,+$5.00 shipping
62,Dell-Laptop-Latitude-Core-2-Duo-WiFi-DVD-CDRW-Windows-10-Pro-Notebook-4GB-RAM,$129.00,Free Shipping
