,name,price,ship cost
13,Lenovo-Thinkpad-Yoga-15-Intel-Core-i7-5500u-2-4GHZ-8gb-Touch-Laptop-20DQ001LUS,$379.99,+$13.45 shipping
14,DELL-Latitude-E5470-Laptop-iSeries-i5-6300U-2-4GHz-8GB-128GB-SDD-14-NO-OS,$69.99,Free Shipping
15,HP-6460b-Laptop-2-5ghz-i5-4GB-160GB-Windows-10-Battery-C-GRADE,$170.00,Free Shipping
16,Lenovo-Laptop-Ultrabook-ThinkPad-Yoga-12-i5-256GB-SSD-8GB-Windows-8-1-Pro,$88.88,Free Shipping
17,512GB-Microsoft-Surface-Book-i7-6600U-SSD-16GB-RAM-GeF-Touchscreen-Laptop-Tablet,$170.00,Free Shipping
18,ACER-CHROMEBOOK-11-6-WHITE-TOUCHSCREEN-LAPTOP-COMPUTER-INTEL-CELERON-32GB-NEW,$649.00,+$22.55 shipping
19,858-Dell-Latitude-E7250-i7-16GB-256GB-SSD-Laptop-Computer-Windows-10-Blue,$170.00,Free Shipping
20,HP-Pavilion-x360-Touchscreen-Laptop-i3-8130U-8GB-DDR4-500GB-HDD-Refurbished,$350.00,Free Shipping
21,Dell-Latitude-E7250-12-5-Core-i5-5300U-2-30GHz-8GB-256GB-SSD-Win-10-Laptop,$319.99,+$28.01 shipping
22,Dell-Latitude-D600-Laptop-Windows-98-1-6GHz-40GB-HD-14-Screen,$139.97,Free Shipping
23,Dell-Latitude-Gaming-Laptop-Windows-10-2-70GHz-Intel-Core-i5-8GB-500GB-PC-WebCam,$95.00,Free Shipping
24,HP-Laptop-Notebook-PC-Windows-10-Intel-Core-Duo-3GB-14-LCD-HD-DVD-Windows-10-32,$289.00,Free Shipping
25,Good-Dell-Latitude-5490-14-i5-8350U-1-7GHz-16GB-RAM-256GB-SSD-CS0895,$127.00,+$14.99 shipping
26,HP-X2-Detachable-10-p018wm-10-1-Touch-Laptop-Atom-X5-Z8350-4GB-RAM-64GB-SSD,$90.00,Free Shipping
27,HP-ProBook-4530s-Intel-Core-i3-2-10GHz-2GB-RAM-320GB-HDD-15-6-Win7-Laptop,$149.99,Free Shipping
28,ASUS-Q324UA-2-in-1-13-3-Touch-Screen-Laptop-Intel-Core-i7-16GB-Memory-5,$24.99,+$20.40 shipping
29,Lenovo-MIIX-520-12IKB-Model-81CG-2-in-1-Laptop-Tablet-Windows-10-i5-256GB-SSD,$300.00,+$16.03 shipping
30,Getac-B300-H-Touch-ruggedized-Laptop-i5-2520M-8GB-ram-128GB-SSD-GOBI-2000-GPS,$425.00,+$17.10 shipping
31,HP-Elitebook-745-G2-14-Laptop-AMD-A6-PRO-7050B-R4-8GB-RAM-500GB-HDD-WIN-10,$39.00,Free Shipping
32,HP-Stream-14-AMD-A4-1-00GHz-2GB-RAM-32GB-SSD-14-Win10-Laptop,$3.00,Free Shipping
33,HP-14-Thin-Lightweight-Laptop-Intel-2-60GHz-4GB-Ram-64GB-SSD-Drive-Windows-10,$149.99,Free Shipping
34,Lenovo-ThinkPad-T470-14-FHD-Laptop-Computer-Intel-Core-i5-6300U-256GB-SSD,$24.99,+$19.81 shipping
35,Lenovo-ThinkPad-X1-Carbon-laptop-Core-i7-3-3Ghz-HD-256GB-SSD-LED-Backlit-keys,$169.66,+$15.00 shipping
36,Laptop-HP-15-DB0045NR-15-6-AMD-A9-9425-4GB-1TB-Windows-10-Snow-White,$0.99,Free Shipping
37,HP-PROBOOK-6460B-14-Laptop-i5-2410m-8GB-RAM-500GB-WiFi-DVD-RW,$399.00,Free Shipping
38,Bytespeed-X501H-14-Laptop-w-Intel-Core-i5-4200U-1-60GHz-4GB-RAM-320GB-HDD,$290.00,+$12.02 shipping
39,Dell-Laptop-Latitude-E7240-12-5-i5-4300u-1-9Ghz-8GB-256GB-SSD-Win-10-Pro-HDMI,$119.99,Free Shipping
40,HP-Pavilion-x360-15-6-Full-HD-TouchScreen-Laptop-20GB-Intel-i5-8250U-3-40GHz-1TB,$69.99,Free Shipping
41,HP-ProBook-6475b-Laptop-AMD-A10-5750M-2-50GHz-8GB-RAM-500GB-HDD-Extended-Battery,$149.99,+$14.50 shipping
42,Dell-Latitude-E6410-Laptop-i5-2-4-4GB-320Gb-DVD-WIFI-win-10-new-battery,$487.95,Free Shipping
43,Microsoft-Surface-Book-13-5-2-in-1-Laptop-Windows-10-1-Year-Warranty,$74.99,Free Shipping
44,Dell-13-3-i5379-5098GRY-2-in-1-Touchscreen-Laptop-Intel-i5-8250U-8GB-1TB,$121.99,Free Shipping
45,Lot-2-Dell-Latitude-E7440-Intel-i7-4600U-16GB-256GB-No-OS-Battery-READ-AB479,$599.99,+$24.65 shipping
46,HP-EliteBook-8440p-14-Intel-Core-i7-620M-2-67GHz-4GB-320GB-HDD-W10-Pro,$499.00,Free Shipping
47,Dell-Latitude-E6420-Laptop-Windows-7-Core-i5-2-5-Ghz-8GB-RAM-1TB-HD-DVDRW-WIFI,$189.95,Free Shipping
48,Dell-Latitude-E6330-Laptop-13-3-i5-3340M-8GB-RAM-No-HDD-No-OS-No-Battery,$139.95,Free Shipping
49,HP-LAPTOP-9470m-ELITEBOOK-FOLIO-WINDOWS-10-PRO-WIN-i5-WEBCAM-WiFi-8GB-128GB-SSD,$249.00,Free Shipping
50,Dell-Inspiron-13-3-Laptop-Intel-Core-i5-8GB-256GB-Windows-10-Gray,$59.99,Free Shipping
51,Brand-New-HP-14-Laptop-AMD-Ryzen-3-3200U-4GB-RAM-128GB-SSD-Whisper-Silver,$218.00,Free Shipping
52,New-Dell-Inspiron-14-Laptop-10th-Gen-i5-1035G4-3-7Ghz-32GB-RAM-2TB-SSD,$469.49,Free Shipping
53,Brand-New-HP-15-6-Touch-Screen-Laptop-Intel-N5000-4or8GB-RAM-1TB-or-2TB-Win-10,$245.00,Free Shipping
54,15-p030nr-laptop-hp-notebook-red-black-beats-asus-touchscreen,$334.95,+$17.10 shipping
55,Dell-Inspiron-3558-15-i3-5005U-2-00GHz-4GB-500GB-WIN-10-WORKS-MISSING-A-KEY,$344.99,+$14.95 shipping
56,NEW-Lenovo-15-6-laptop-Intel-2-3GHz-4GB-RAM-500GB-HDD-Win10-HDMI-Bluetooth-HP,$199.00,Free Shipping
57,15-6-Lenovo-B590-Laptop-Intel-Core-i3-2328M-2-2GHz-4GB-RAM-320GB-HDD-Windows-10,$99.95,Free Shipping
58,Dell-XPS-13-9350-i5-6200U-2-4ghz-8GB-ram-256GB-SSD-Notebook-Laptop-touch,$279.90,+$15.00 shipping
59,LENOVO-LAPTOP-THINKPAD-NOTEBOOK-WINDOWS-10-DVDRW-i5-2-40GHz-320GB-HD-4GB-WiFi-PC,$99.95,Free Shipping
60,HP-ProBook-745-G2-AMD-A8-Pro-1-9GHZ-4GB-128GB-SSD-Windows-10,$330.00,Free Shipping
61,Toshiba-Portege-M780-12-Touch-Laptop-Intel-i7-2-67GHz-4GB-RAM-320GB-HDD-Win-10,$148.98,Free Shipping
62,Dell-Laptop-Computer-Intel-Core-i5-Windows-10-4GB-160GB-HD-DVD-Wifi,$114.99,Free Shipping
