,name,price,ship cost
38,HP-13-ah0051wm-Envy-Ultra-thin-13-3-FHD-i5-8250U-1-6GHz-8GB-RAM-256GB-SSD-Win,$499.99,Free Shipping
39,DELL-LATITUDE-E6430-LAPTOP-WINDOWS-10-WIN-DVD-INTEL-i5-2-5GHz-8GB-320GB-HD-HDMI,$219.80,Free Shipping
40,MSI-GL63-8RD-Gaming-Laptop-i7-8750H-CPU-16GB-RAM-512GB-SSD-GTX-1050-Ti-WIN-10,$269.00,Free Shipping
41,Acer-15-6-Chromebook-Intel-Celeron-1-6GHz-2GB-Ram-16GB-Flash-Chrome-OS,$442.00,Free Shipping
42,Dell-Latitude-E6430-Laptop-14-i5-3210M-4GB-320GB-No-OS-No-Battery-FAST-Ship,$212.00,Free Shipping
43,ASUS-X502C-15-6-Laptop-Intel-2117U-1-80GHz-4GB-RAM-500GB-HDD-Windows-10,$799.99,+$15.00 shipping
44,Dell-Latitude-E6530-15-6-i7-3540M-3-00GHz-8GB-RAM-320GB-HD-HDMI-TESTED-6500,$119.99,+$4.95 shipping
45,Lenovo-ThinkPad-X250-Laptop-12-5-1366x768-i5-5300U-500GB-SATA-8GB-RAM-Win10-x64,$64.99,+$19.99 shipping
46,Dell-Inspiron-3780-17-Touch-Laptop-Intel-5405U-8GB-1TB-WIN10-Blue-A,$119.99,Free Shipping
47,DELL-INSPIRON-M5030-LAPTOP-AMD-ATHLON-II-P340-2-20GHz-3GB-320GB-HARD-DRIVE,$119.99,Free Shipping
48,DELL-Inspiron-5568-360-Laptop-Touch-15-6-4x-i3-6100U-2-3GHz-4GB-500GB-W10Home,$149.99,+$19.99 shipping
49,Dell-Latitude-Laptop-Windows-7-8GB-FAST-256GB-SSD-FREE-3-YEAR-WARRANTY,$329.99,Free Shipping
50,Dell-Latitude-D620-630-Laptop-Core-Duo-2GB-Ram-80GB-HDD-WiFi-Windows-7,$60.00,Free Shipping
51,HP-ProBook-640-G1-Laptop-Notebook-i5-4300M-2-6GHz-8GB-500GB-DVDRW-No-OS-14,$9.99,Free Shipping
52,DELL-LATITUDE-13-INCH-REFURBISHED-LAPTOP-HIGH-END-i7-500GB-1-YEAR-WARRANTY,$279.00,Free Shipping
53,HP-Camo-Special-Edition-Laptop-15-6-AMD-RYZEN-3-40GHz-4GB-1TB-DVD-RW-WebCam-WiFi,$81.99,Free Shipping
54,Acer-AO1-132-C3T3-Laptop-Intel-Celeron-N3050-2-GB-Mem-32GB-Storage-Nice,$137.99,Free Shipping
55,Dell-Latitude-D630-Laptop-Windows-XP-Professional-Dual-Core-2Ghz-3GB-160GB-WIFI,$289.00,+$14.99 shipping
56,Dell-Inspiron-11-3180-11-6-Laptop-AMD-A6-9220e-4GB-32GB-Windows-10-Gray,$276.57,Free Shipping
57,Lenovo-ThinkPad-T495-Ryzen-7-3700U-16GB-Ram-256GB-SSD-WTY-2023,$75.00,Free Shipping
58,Samsung-Chromebook-11-6-Laptop-1-7GHz-2GB-Ram-16GB-SSD-XE303C12-WITH-CHARGER,$89.99,+$26.70 shipping
59,Samsung-Chromebook-XE303C12-11-6-Exynos-5-1-7Ghz-2Gb-16Gb-WiFi-HDMI-Bluetooth,$147.09,Free Shipping
60,HP-X2-10-p010nr-10-1-Laptop-Touch-2-in-1-Win10-2GB-RAM-32GB,$799.00,Free Shipping
61,Lenovo-81A70005US-Flex-6-11-6-HD-Touchscreen-Celeron-N4000-1-10GHz-4GB-RAM,$35.00,Free Shipping
62,Google-Chromebook-Pixel-Laptop-i5-3427U-1-80GHz-4GB-RAM-32GB-SSD-Chrome-OS,$67.94,Free Shipping
