,name,price,ship cost
48,HP-17-3-TOUCHSCREEN-Laptop-AMD-DualCore-3-60GHz-2TB-HD-4GB-Ram-DVDRW-Windows-10,$387.74,Free Shipping
49,HP-LAPTOP-ELITEBOOK-8460p-i5-2-5GHz-3GB-DVDRW-WEBCAM-WINDOWS-10-32bit-WiFi-PC-HD,$183.00,Free Shipping
50,HP-15-DC1058wm-Omen-15-6-FHD-i7-9750H-2-6GHz-GTX-1660-Ti-6GB-16GB-256GB-SSD,$832.00,Free Shipping
51,Fast-Dell-Laptop-14-inch-Core-i5-laptop-Win-10-500GB-8GB-Office-2019-HDMI-DVD,$199.99,Free Shipping
52,DELL-LAPTOP-LATiTUDE-WINDOWS-10-WIN-INTEL-CORE-i5-4GB-250GB-DVD-RW-WIFI-15-6-HD,$173.00,Free Shipping
53,Acer-15-6-Aspire-3-Laptop-AMD-3-GHz-6-GB-Ram-1TB-HDD-Windows-10-Home,$229.99,Free Shipping
54,Dell-Laptop-E-Series-Intel-Core-i3-8GB-RAM-120-SSD-Win-10-Pro-WIFI-HDMI-15-6-LC,$139.00,Free Shipping
55,HP-ProBook-14-inch-Laptop-Core-i3-8GB-RAM-SSD-Windows-10-MS-OFFICE-2019-USB-3-0,$135.99,Free Shipping
56,HP-15-bs234wm-15-6-Laptop-Intel-Pentium-N5000-1-1GHz-4GB-RAM-500GB-HDD-Windows,$233.00,Free Shipping
57,Dell-G3-3579-15-6-Gaming-Laptop-i5-8300H-8GB-1TB-GTX-1050-Optane-G3579-5245BLK,$489.99,Free Shipping
58,HP-15-DA0073WM-Laptop-15-6-HD-Touchscreen-i7-8550U-1-80GHz-4GB-RAM-1TB-HDD-Win,$455.00,Free Shipping
59,HP-14-DQ1038WM-14-HD-i3-1005G1-1-2GHz-4GB-RAM-128GB-SSD-Win-10-Home-in-S-Mode,$216.00,Free Shipping
60,HP-Stream-11-Pro-Laptop-N2840-2-16GHz-2GB-32GB-SSD-Windows-10-Great-Condition,$69.99,Free Shipping
61,Dell-Latitude-14-1-Laptop-Computer-PC-i3-8GB-512GB-SSD-HDMI-Wifi-DVD-Windows-10,$169.95,Free Shipping
62,HP-Elitebook-8570W-15-6-HD-Laptop-Core-i7-3520M-8GB-RAM-240GB-SSD-Win-10-Pro,$215.00,Free Shipping
