,name,price,ship cost
48,LENOVO-THINKPAD-T440S-INTEL-CORE-i5-4300U-4GB-RAM-14-1-LAPTOP-WARRANTY-Z5,$99.99,+$9.99 shipping
49,NEW-Ematic-13-3-Laptop-Full-HD-IPS-Display-4GB-RAM-64-GB-AMD-Windows-10,$114.99,Free Shipping
50,DELL-LAPTOP-LATITUDE-i5-16GB-1TB-512GB-SSD-HDMI-PRO-WINDOWS-10-WiFi-NOTEBOOK-PC,$178.95,Free Shipping
51,Brand-New-Acer-Aspire-5-Slim-15-6-FHD-Laptop-AMD-Ryzen-3-4GB-RAM-128GB-SSD,$319.99,Free Shipping
52,Dell-Inspiron-15-3542-Intel-Core-i3-4005U-1-70GHz-CPU-4GB-SDRAM-Laptop-Notebook,$89.78,Free Shipping
53,HP-15-6-Laptop-Intel-2-6-GHz-500GB-HDD-4GB-SDRAM-DVD-RW-Webcam-Win10-Jet-Black,$279.99,Free Shipping
54,HP-15-6-TOUCH-Laptop-20GB-Memory-Intel-Core-i3-i5-i7-Processor-1TB-DVD-RW-Win10,$337.77,Free Shipping
55,Dell-Inspiron-15-3542-Intel-Core-i3-4030U-1-90GHz-CPU-4GB-SDRAM-Laptop-Notebook,$89.78,Free Shipping
56,Lenovo-ThinkPad-14-T430-i5-3320M-2-60GHz-8GB-128GB-SSD-Win-10-Laptop,$95.00,Free Shipping
57,Newest-HP-15-6-Touch-Laptop-Intel-i5-1035G1-8GB-Ram-512GB-SSD-Windows-10,$456.89,Free Shipping
58,Dell-Latitude-Laptop-14-1-Intel-i5-1TB-SSD-16GB-RAM-WiFI-HDMI-Win-10-Pro,$159.95,Free Shipping
59,Lenovo-ThinkPad-T440p-Laptop-Intel-Core-i5-4210M-8GB-Ram-NO-HDD-Quantity,$99.00,+$10.00 shipping
60,Dell-Latitude-7480-14-FHD-Ultrabook-i5-7300U-2-4Ghz-16GB-256GB-SSD-Win10-Pro,$349.99,Free Shipping
61,Lenovo-IdeaPad-320-15IAP-15-6-Windows-10-Laptop-Intel-1-1GHz-4GB-RAM-1TB-HDMI,$149.99,+$14.50 shipping
62,15-6-Dell-Precision-Gaming-Laptop-Intel-i7-FirePro-32GB-RAM-2TB-SSD-DVD-Win-Pro,$345.00,Free Shipping
63,Dell-Laptop-Computer-Windows-10-Latitude-14-PC-Intel-Core-2-Duo-4GB-160GB-DVD,$109.95,Free Shipping
