,name,price,ship cost
53,HP-PROBOOK-6470B-14-Laptop-i5-3210m-8GB-RAM-500GB-WiFi-DVD-RW,$229.99,Free Shipping
54,Lenovo-IdeaPad-320-15-6-Laptop-Computer-AMD-A12-9720P-128GB-SSD,$119.99,+$19.81 shipping
55,15-p030nr-laptop-hp-notebook-red-black-beats-asus-touchscreen,$0.99,+$17.10 shipping
56,Laptop-Tablet-PC-Small-Computer-2-in-1-Touchscreen-7-Inch-16GB-Android-6-0-NEW,$199.00,Free Shipping
57,DELL-15-6-TouchScreen-Laptop-Intel-Pentium-2-30GHz-8GB-Ram-1TB-HD-DVD-RW-Win10,$53.22,Free Shipping
58,Lenovo-Thinkpad-T430s-laptop-i7-2-9GHz-8GB-RAM-250GB-SSD-Win-10-Pro-11A,$377.77,+$15.00 shipping
59,Microsoft-Surface-Laptop-1-Core-i5-4GB-RAM-128-GB-SSD-2256x1504-Touch,$198.99,Free Shipping
60,HP-ELITEBOOK-840-G1-CORE-I5-4200U-NO-HDD-8GB-RAM-NO-O-S,$450.00,Free Shipping
61,LENOVO-THINKPAD-T440P-INTEL-CORE-I5-128GB-SOLID-STATE-SSD-8GB-RAM-14-LAPTOP-PC,$99.00,Free Shipping
62,HP-ProBook-15-6-Laptop-Computer-PC-i3-4GB-128GB-SSD-Webcam-Bluetooth-Windows-10,$189.00,Free Shipping
