,1.Video Name,2.Streamer,3.Release Time,4.View Times,5.Link
355,DC漫改剧《守望者》正式预告，曼哈顿博士火星归来！,乌鸦预告片,2019-07-21,36.2万,//www.bilibili.com/video/av60066291?from=search
356,【明日方舟手书】博士外传：今天开始做大哥大,IRple,2019-05-27,30.4万,//www.bilibili.com/video/av53721687?from=search
357,姆爷破世界纪录的歌被一个清华博士生翻唱，现场观众看了惊讶得闭不上嘴,猫爪晓罪,2017-10-01,160.7万,//www.bilibili.com/video/av14938663?from=search
358,【Jx2杰克蛋蛋】精三7星博士去CPSP手撕整合运动（D1 D2）,Jx2杰克蛋蛋,2019-08-27,22.3万,//www.bilibili.com/video/av65525566?from=search
359,【寒假Vlog 2】同济女博士的假期日常/ 如何高效度过一天的经验/ 制作鱼丸汤/ 一起提高吧！Vol. 2,兰卡lanka,2020-01-17,1.5万,//www.bilibili.com/video/av83827134?from=search
360,南京邮电大学意外自焚事件进展！愿每一个研究生博士生能够被温柔以待，考研考南邮的同学们选导师的时候要擦亮眼睛了呢,隔壁班的小宁宁,2020-01-10,3.2万,//www.bilibili.com/video/av82866964?from=search
361,【医学博士保姆式科普】武汉新型冠状病毒十分钟快速入门：基础知识、传播途径，防范要点,DRNAGI,2020-01-24,3123,//www.bilibili.com/video/av84812606?from=search
362,明日方舟――博士和阿米娅的日常,明日清秋,2019-05-26,42.2万,//www.bilibili.com/video/av53622526?from=search
363,【明日方舟】博士和W的约会,zero莫默末,2019-10-13,9.1万,//www.bilibili.com/video/av71027766?from=search
364,牛人还原《复联3》奇异博士看到结局：惊奇队长被灭霸吊打！,史蒂芬文杰,2019-04-08,54.7万,//www.bilibili.com/video/av48642225?from=search
365,MIT在读博士生胡渊鸣：Taichi编程语言—高性能稀疏视觉计算与可微编程,将门创投,2020-01-10,1.5万,//www.bilibili.com/video/av82789606?from=search
366,应届本科生毕业，工作还是考研？复旦博士教你怎么选,可乐栗子舍,2019-12-27,4.1万,//www.bilibili.com/video/av80829303?from=search
367,【Cara】法学博士丨硬核科普丨生活里的法学·第一弹,Ohh_Cara,2020-01-13,1.3万,//www.bilibili.com/video/av83224130?from=search
368,【明日方舟搞笑向】前方高能！银灰和博士滑冰决赛夺冠现场！,旅人60B,2019-07-14,19.3万,//www.bilibili.com/video/av59053227?from=search
369,【明日方舟】博士很忙,阿泉君LIN,2019-12-01,6.6万,//www.bilibili.com/video/av77648625?from=search
370,医学博士：考研真的有用吗？关于考研，他都经历了什么？,兔叭咯,2019-07-04,15.5万,//www.bilibili.com/video/av57770929?from=search
371,【X博士奇谈】为什么15年前的魔兽世界，被称为网游界的传奇！,游戏X博士,2019-05-17,23.9万,//www.bilibili.com/video/av52734566?from=search
372,当重金属老炮玩到《明日方舟》最新篇章《火蓝之心》并选择了AUS日落即逝女子乐队时的反应！重磅单曲《博士的咆哮！》诞生~,狼Katana,2019-08-31,22.4万,//www.bilibili.com/video/av66198592?from=search
373,【攻略】【米博士】星露谷物语 1.4.3 献祭酿酒森林农场实况攻略解说 P10,小米米沙,2020-01-24,2109,//www.bilibili.com/video/av84242431?from=search
374,【明日方舟/安赛尔】博士您能喜♂欢我，我真的很高兴,四千年的小米,2019-06-01,35.2万,//www.bilibili.com/video/av54187239?from=search
375,史上最强逆袭，6年从无人问津到steam最火射击网游！【X博士特别篇】,游戏X博士,2019-07-06,21.9万,//www.bilibili.com/video/av58082569?from=search
376,【明日方舟手书】单推艾丝黛尔的博士单推记录）？,fsilur浮六米,2019-08-01,15.2万,//www.bilibili.com/video/av61655185?from=search
377,【猴博士爱讲课】2小时讲完《高等数学·上》/《高数·上》/《微积分·上》/不挂科,猴博士爱讲课,2016-12-17,116.0万,//www.bilibili.com/video/av7562567?from=search
378,玫兰莎的皮肤！博士充话费送新干员了！            |魔法Zc目录,魔法Zc目录,2019-09-25,14.9万,//www.bilibili.com/video/av68890946?from=search
379,据说给这个视频点赞的博士都出了黑,屏幕另一边的迷云,2019-08-27,12.0万,//www.bilibili.com/video/av65589495?from=search
380,【猴博士爱讲课】20小时《高数/微积分·上》得高分,猴博士爱讲课,2018-12-20,46.4万,//www.bilibili.com/video/av38591211?from=search
381,预告解析！索尼与漫威的宇宙联动？漫威最新暗黑超级英雄电影《莫比亚斯：暗夜博士》,阿瘾是条咸鱼,2020-01-14,1.8万,//www.bilibili.com/video/av83346436?from=search
382,【氰化欢乐秀】侏罗纪公园3：博士终于大功告成 @一只出格君,出格字幕组,2019-08-22,25.1万,//www.bilibili.com/video/av64850128?from=search
383,DOTA2到底牛逼在哪？TI奖金为何世界第一？【X博士奇谈】,游戏X博士,2019-08-25,13.9万,//www.bilibili.com/video/av65295838?from=search
384,【明日方舟】博士什么的不干了啦！！！(╯°Д°)╯︵ ┻━┻,落薇,2019-05-17,26.7万,//www.bilibili.com/video/av52685826?from=search
385,翟天临，请把尊严还给中国博士,魔法小分队队长,2019-02-13,37.2万,//www.bilibili.com/video/av43384857?from=search
386,大木博士竟然是最终boss，想创造全是克隆人的世界。女主跳崖，默示录完结。,冰河潜影,2019-12-14,7.3万,//www.bilibili.com/video/av79245679?from=search
387,【终极影视】奇异博士：“灭霸，看我把谁叫来了？”,吼哩嗨的终极影视,2019-12-03,5.7万,//www.bilibili.com/video/av77877109?from=search
388,【明日方舟】博士巡查宿舍日常,元素领主墨元素,2019-11-23,7.9万,//www.bilibili.com/video/av76385524?from=search
389,郭德纲在麻省理工大学的演讲完整版。可以没文凭，但不能没文化；可以不上学，但不能不读书。郭德纲初中没毕业，却给博士生讲课，这个绝对是相声界第一人！,是雪雪吖-,2019-12-13,6.5万,//www.bilibili.com/video/av79129630?from=search
390,换头术】大体重如何减脂瘦身，生物博士帮你2招解决【减脂饮食】,听吴说fit,2020-01-21,6067,//www.bilibili.com/video/av84449473?from=search
391,博士们！明日方舟出音游啦！【罗德快跑】,闪闪Tik,2019-09-13,13.2万,//www.bilibili.com/video/av67567679?from=search
392,【明日方舟】干员们和博士的日常1,Keycoooo,2019-06-08,26.1万,//www.bilibili.com/video/av54899762?from=search
393,博士和凯爹在龙门散步遇到梅菲斯特时.....,e咸瑜,2019-12-08,6.1万,//www.bilibili.com/video/av78530454?from=search
394,盘点《复联4》中的27处细节，佐拉博士目睹了钢铁侠偷宝石,胶片看电影,2019-08-15,24.0万,//www.bilibili.com/video/av63787139?from=search
395,外国汉语翻译博士翻唱《大碗宽面》英文版+高能演绎！,西班牙小哥儿德明,2019-05-05,20.7万,//www.bilibili.com/video/av51515830?from=search
396,医学博士：人为什么需要休息？ I 如何正确休息,兔叭咯,2019-09-30,14.4万,//www.bilibili.com/video/av69438988?from=search
397,奇异博士看到的结局数为什么是14000605?在暗示，《复仇者联盟4》神奇四侠将会穿越时间参战？,梗叔Movie,2018-05-26,98.6万,//www.bilibili.com/video/av23948463?from=search
398,据说点赞的博士都出了麦哲伦,屏幕另一边的迷云,2019-10-15,9.2万,//www.bilibili.com/video/av71311545?from=search
399,“中科院博士”被揭穿现场，遭多人质疑后崩溃：你们这样会毁了我,娱乐线上线,2019-06-09,37.4万,//www.bilibili.com/video/av55060677?from=search
400,女博士不想结婚，做试管婴儿怀孕才知辛苦，精神崩溃流浪街头,班里课代表,2019-02-10,56.1万,//www.bilibili.com/video/av43158247?from=search
401,【近卫干员篇】盘点哪些对博士有特殊感情的干员【明日方舟】,杓十三,2019-07-20,21.6万,//www.bilibili.com/video/av59913312?from=search
402,医学博士：拖延症？不存在的。,兔叭咯,2019-06-06,18.8万,//www.bilibili.com/video/av54676423?from=search
403,中科院博士合唱团演唱《青春修炼手册》嗨翻全场,二次元的中科院物理所,2019-09-01,13.3万,//www.bilibili.com/video/av66278567?from=search
404,【X博士奇谈】曾经的网游王者！魔兽世界为什么如今开始走下坡路？,游戏X博士,2019-07-19,17.9万,//www.bilibili.com/video/av59855493?from=search
405,【奇异博士】职业法师-刘海柱(中),鱼儿很忙,2019-05-26,26.3万,//www.bilibili.com/video/av53681711?from=search
406,【猴博士爱讲课】30小时《高数/微积分·下》得高分,猴博士爱讲课,2020-01-08,1.8万,//www.bilibili.com/video/av82537339?from=search
407,study with me？eat with me？  博士女孩的日常,享福享福,2019-11-16,8.9万,//www.bilibili.com/video/av75869533?from=search
408,最全介绍：读本科、硕士和博士的差别,糖果果的未来要发光,2019-10-07,10.3万,//www.bilibili.com/video/av70489551?from=search
409,【陈×年/明日方舟】博士过新年了该发压岁钱了~,萌哒哒的暗月,2020-01-25,625,//www.bilibili.com/video/av84978565?from=search
410,明日方舟沙雕视频；博士引入外资,哈米伦的弄笛者,2019-11-04,10.9万,//www.bilibili.com/video/av74467992?from=search
411,【铁虫cp】奇异博士以为蜘蛛侠是钢铁侠的儿子呢,记得坚定信念,2018-12-10,59.5万,//www.bilibili.com/video/av37841624?from=search
412,没有寒假？揭秘博士生的调研日常|重庆坝坝宴|田野调查|川美,夏夏苹果酱,2020-01-18,8948,//www.bilibili.com/video/av83933804?from=search
413,【明日方舟手书】博士在被骂之后的发明,心疼鼠鼠非到吃土,2019-05-31,27.4万,//www.bilibili.com/video/av54162258?from=search
414,博士 三年级的生活 | 九月有多忙 | 记得吃早饭,AbbynamesKong,2019-09-26,14.1万,//www.bilibili.com/video/av69000107?from=search
415,博士表彰干员们（脑洞剧场）,动态区的Dxybest,2020-01-24,2908,//www.bilibili.com/video/av84882547?from=search
416,陈翔六点半：在一个全为博士后的家庭，考不及格会遭什么待遇？,陈翔六点半,2019-06-06,27.3万,//www.bilibili.com/video/av54729713?from=search
417,【X博士奇谈】史上最经典射击游戏，到了中国却被改到亲爹G胖都不认识了！,游戏X博士,2019-01-18,44.2万,//www.bilibili.com/video/av41051161?from=search
418,【明日方舟】中文配音？博士！你的快递员说中文啦！,纯良少女菊花酱,2019-05-17,20.6万,//www.bilibili.com/video/av52707107?from=search
419,你怎么这么好看：彩妆？口红？气垫？不存在的！吴昕的美妆提案被女博士无情否决,甜甜的花果酱,2019-12-28,4.5万,//www.bilibili.com/video/av80734075?from=search
420,女博士无意中发现虫洞，将自己送入虫洞后，却发生了诡异的事情！速看科幻电影《反物质危机》,科幻梦工场,2019-12-01,8.0万,//www.bilibili.com/video/av77564591?from=search
421,女博士不小心接触了外星生命体后，产生了一个奇怪的生命体,给我个面儿吧,2018-03-26,100.5万,//www.bilibili.com/video/av21264719?from=search
422,【X博士奇谈】从爆火到凉凉，三国杀究竟经历了什么,游戏X博士,2019-05-03,26.2万,//www.bilibili.com/video/av50948981?from=search
423,CF手游背景故事：幽灵岛只剩下最后的24小时，X博士该何去何从？,一枚老兵,2020-01-21,7398,//www.bilibili.com/video/av84416568?from=search
424,【寒假Vlog】同济女博士的寒假日常/ 一起在假期中学习和提高/ 充实的一月,兰卡lanka,2020-01-13,1.6万,//www.bilibili.com/video/av83272356?from=search
425,我的世界pe一scp模组大更新！有绅士福利！！！诶clef博士你怎么在辶,羞涩的SCP096,2020-01-16,1.5万,//www.bilibili.com/video/av83639659?from=search
426,【明日方舟】博士偏头痛,打星星的Babr,2019-07-22,14.1万,//www.bilibili.com/video/av60317568?from=search
427,漫威最严的嘴！本尼被问奇异博士2进展，结果……,本初爱阿瞒,2019-08-01,26.3万,//www.bilibili.com/video/av61678156?from=search
428,如果博士抽卡掉线会发生什么？,木雅瑞林,2019-06-21,16.0万,//www.bilibili.com/video/av56311718?from=search
429,【明日方舟】莱茵宿舍满人？搬一个去博士房间呀！,南条鸡腿子,2019-11-22,7.0万,//www.bilibili.com/video/av76567868?from=search
430,【奇异博士混剪】学医拯救不了这个世界,昨夜星辰明月风,2019-06-07,15.0万,//www.bilibili.com/video/av54759892?from=search
431,【明日方舟】斯卡蒂有多重？吨为单位谁顶得住？方舟枪械来源！干员竟然贿赂博士！除了嗑源石回理智还可以...,一色秋月,2019-06-28,27.8万,//www.bilibili.com/video/av57083088?from=search
432,[-明日方舟-]博士你人都不带齐你敢打 SK 5 !? 超极限超贫民超低配攻略,戮易十六,2019-06-17,16.5万,//www.bilibili.com/video/av55871133?from=search
433,【明日方舟】博士在群里发creeper后会发生什么【先行版】,枫夏决不咕,2019-09-28,15.3万,//www.bilibili.com/video/av69216427?from=search
434,汉尼拔的原型！大学博士生杀害36位白人姑娘，坐上电椅前还与专家讨论犯罪心理学,枫叶讲故事,2019-09-05,19.9万,//www.bilibili.com/video/av66647064?from=search
435,蔡英文博士论文被疑造假 国民党亮毕业证喊话：你的嘞？,小央视频,2019-09-21,18.1万,//www.bilibili.com/video/av68469305?from=search
436,近十年最牛的3款MMO大作，为什么只有它不火？【X博士奇谈】,游戏X博士,2019-09-20,13.5万,//www.bilibili.com/video/av68376546?from=search
437,【罗云熙】秦 · 拽 · 臭屁 · Bking · 博士丨迷魂计,好燃啊灯,2019-11-29,3.8万,//www.bilibili.com/video/av77407855?from=search
438,网易花8年想开发的3A大作，最后却成了奇葩游戏？【X博士特别篇】,游戏X博士,2019-07-24,22.2万,//www.bilibili.com/video/av60576421?from=search
439,僵王博士的汽车砸中土豆雷会发生什么？,我就是那个知名UP主,2019-12-30,4.0万,//www.bilibili.com/video/av81281483?from=search
440,在《相声有新人》让郭德纲走着瞧的博士夫妻，所谓公式相声在其他节目的表现,Ant-Tv,2018-08-13,69.8万,//www.bilibili.com/video/av29236006?from=search
441,2020-1-24乐博士——喷洒酵素，增氧防疫（完整版）,老平农,2020-01-24,4225,//www.bilibili.com/video/av84857484?from=search
442,《我想你了，小丑！》+记得那个把很多IP中的反派/英雄串起来大乱斗的同人动画嘛？续集终于来了！星战、指环王、神秘博士、哈利波特、阿凡达、漫威、DC里的主要角色,云梦秦简-,2019-12-27,3.2万,//www.bilibili.com/video/av80908087?from=search
443,【小电影】龙门币造假案！杰西卡与博士的前前后后,SAI塞,2019-07-02,12.4万,//www.bilibili.com/video/av57551660?from=search
444,医学博士：期末挂科？我让你期末拿高分！,兔叭咯,2019-06-14,10.7万,//www.bilibili.com/video/av55562261?from=search
445,《陈翔六点半》第213集 儿子考试不及格，惨被多位博士围攻！,陈翔六点半,2019-06-17,27.9万,//www.bilibili.com/video/av55892378?from=search
446,【明日方舟】博士！来我房间吧！非酋泪，欧皇累，土豪无所谓！（极度真实）,你的馋佞,2019-05-24,21.1万,//www.bilibili.com/video/av53392658?from=search
447,【X博士奇谈】任天堂终于想进中国了，腾讯网易立马跪求合作！,游戏X博士,2019-06-28,21.5万,//www.bilibili.com/video/av57120158?from=search
448,【明日方舟】干员们与博士的日常#2,九笙琴丶,2019-07-14,19.8万,//www.bilibili.com/video/av59163152?from=search
449,【MMD/华法琳】今天博士 不 在 家 ！,一纸能藏几字墉,2020-01-07,1.4万,//www.bilibili.com/video/av82490731?from=search
450,【明日方舟/手书】博士家今天的饭（渣绘）,守序善良-拉莱耶,2019-06-10,12.3万,//www.bilibili.com/video/av55184997?from=search
451,春节就要来临，黄博士帮你整理了春节不长胖的小秘籍哦（上）篇,黄博士爱健康,2020-01-20,7012,//www.bilibili.com/video/av84317263?from=search
452,【揭秘】达摩院的4K女博士：手握100多项专利 女生30岁结不结婚不重要,阿里达摩院扫地僧,2019-11-27,7.6万,//www.bilibili.com/video/av77195532?from=search
453,【博士日记 12】 枯燥的博士生活/日复一日/论文写完后怎么奖励自己？,糖果果的未来要发光,2020-01-05,2.2万,//www.bilibili.com/video/av82209104?from=search
454,中国到底有多强大？英国博士调研20年：中国人血液里流淌的叫团结,武略军锋,2019-12-03,7.4万,//www.bilibili.com/video/av77927137?from=search
455,【明日方舟】博士只想睡，女干员疯狂夜袭，梦都变得奇怪了啦,南条鸡腿子,2019-10-06,10.8万,//www.bilibili.com/video/av70252478?from=search
456,【live2d互动视频】博士要一起来游乐园吗,miku宁,2019-10-03,5.6万,//www.bilibili.com/video/av69894093?from=search
457,《莫比亚斯：暗夜博士》首曝预告 漫威最新暗黑超级英雄震撼登场 秃驴惊喜亮相,鲲鹏万里-漫威部落,2020-01-14,1.7万,//www.bilibili.com/video/av83326186?from=search
458,【明日方舟翻唱】Speed of light【企鹅物流隐藏成员祝博士新年快乐】,淵千律,2020-01-01,1.4万,//www.bilibili.com/video/av81554381?from=search
459,令人心动的offer：小伙伴们很惊讶第一次见到结了婚的女博士,兔子Una啊,2019-11-22,9.0万,//www.bilibili.com/video/av76551292?from=search
460,父亲节到了，公招天团给博士发来了庆贺视频,kokisora,2019-06-15,14.4万,//www.bilibili.com/video/av55694803?from=search
461,【明日方舟】干员们与博士的日常#1,九笙琴丶,2019-07-08,21.5万,//www.bilibili.com/video/av58361015?from=search
462,【木鱼微剧场】《奇异博士》漫威电影系列,木鱼水心,2018-01-08,83.6万,//www.bilibili.com/video/av18107877?from=search
463,【明日方舟】博士语音更新！居然有和阿米娅互动对白！,柳真颜,2019-06-04,20.3万,//www.bilibili.com/video/av54478837?from=search
464,评论抽出3个人送会员   氪金为了家中有年，贫穷的失智博士拿出了仅存的一点钱。,盐是砂糖的,2020-01-13,9243,//www.bilibili.com/video/av83242540?from=search
465,【明日方舟】抽到失去理智的博士自制了个抽卡模拟器（附下载）,象牙牙牙牙牙,2019-06-08,18.6万,//www.bilibili.com/video/av54895062?from=search
466,【魔芋】阿笠博士的初恋，银杏树下等候40年的女子！,魔芋小超人,2020-01-23,4243,//www.bilibili.com/video/av84670708?from=search
467,博士：但是我拒绝！,Youkirua,2019-09-13,14.8万,//www.bilibili.com/video/av67522080?from=search
468,【明日方舟剧情向6】喜爱博士又厌恶自身的“毒物”––蓝毒,柞木不朽,2019-07-19,15.4万,//www.bilibili.com/video/av59362698?from=search
469,《奇异博士2》将比前部精彩翻倍？毕竟，卷福片酬都翻涨三倍了【梗聊资讯】,梗叔Movie,2018-08-22,67.2万,//www.bilibili.com/video/av29970241?from=search
470,我的世界：变身奇异博士！灵魂出窍、开启传送门！还有控制时间的阿戈摩托之眼！,叶子解说世界,2019-12-14,4.8万,//www.bilibili.com/video/av79235797?from=search
471,【X博士vlog】UP主真实身份大曝光，带你看看我的老巢！,游戏X博士,2019-09-18,10.8万,//www.bilibili.com/video/av68168775?from=search
472,北大博士倾囊相授，21天暴力突破英语,挑灯夜未央,2019-06-05,11.0万,//www.bilibili.com/video/av54651556?from=search
473,从偏远农村到北大博士的个人成长经历,糖果果的未来要发光,2019-06-03,19.4万,//www.bilibili.com/video/av54496230?from=search
474,【奇异博士】古一法师！精彩的打斗场面~~~~~~,Glorious麟梦,2019-05-05,32.0万,//www.bilibili.com/video/av51484509?from=search
475,【live2d】博士？要在桌面上放养一只白面鸮吗,Nekokk_official,2019-08-11,13.5万,//www.bilibili.com/video/av63154177?from=search
476,医学女博士下病房，轮转第一站,医学数据库,2020-01-09,2.0万,//www.bilibili.com/video/av82749202?from=search
477,和人民大学博士女孩一起学习 | study with me,享福享福,2019-12-20,3.1万,//www.bilibili.com/video/av79967845?from=search
478,【法学博士】带你2周养成逻辑思维  | 3步解决思考&amp;讲话没条理| 提炼精华篇,Ohh_Cara,2019-10-26,5.7万,//www.bilibili.com/video/av73446695?from=search
479,【Big Case】Animal♥博士，欢迎来到罗德岛动物园（？）,Big-Case-,2019-08-26,10.8万,//www.bilibili.com/video/av65456216?from=search
480,【明日方舟】博士博士！ko~ko~da~yo~,进击的冰糖,2019-07-16,17.8万,//www.bilibili.com/video/av59388765?from=search
481,罗德岛沙雕周报#1·雷蛇不应该叫新春皮肤 博士教你如何应对毒池,四维空间的邱某人,2020-01-16,8823,//www.bilibili.com/video/av83681450?from=search
482,【明日方舟】&lt;预告&gt;日曜日の秘密-汐斯塔（黑&amp;博士）,Ahy-Z,2019-12-29,1.9万,//www.bilibili.com/video/av81117005?from=search
483,【攻略】【米博士】星露谷物语 1.4.3 献祭酿酒森林农场实况攻略解说 P09,小米米沙,2020-01-23,1969,//www.bilibili.com/video/av84239228?from=search
484,【QTJ谈工作】中科院博士毕业，工作10年，月薪3000元！,钦天揽月,2019-11-14,8.6万,//www.bilibili.com/video/av75607082?from=search
485,医学博士：我的高效学习秘密武器,兔叭咯,2019-09-07,13.4万,//www.bilibili.com/video/av66871772?from=search
486,开发7年测试5年的古剑奇谭OL，为什么被玩家称为良心？【X博士特别篇】,游戏X博士,2019-07-12,15.8万,//www.bilibili.com/video/av58851380?from=search
487,【765】读博士的英被三太讽刺 下,恋爱中的阿婆主,2020-01-23,4789,//www.bilibili.com/video/av84744733?from=search
488,据说点赞的博士都出了苇草和布洛卡,屏幕另一边的迷云,2019-12-10,3.8万,//www.bilibili.com/video/av78752208?from=search
489,【X博士奇谈】5G云游戏来临！用手机玩3A大作是一种怎样的感觉？,游戏X博士,2019-08-14,10.8万,//www.bilibili.com/video/av63685941?from=search
490,复联4成员玩密室逃脱，奇异博士竟忘记自己家住哪儿了？,猫眼电影官方,2019-05-10,25.2万,//www.bilibili.com/video/av52026102?from=search
491,【X博士奇谈】中国网游史上最受期待的大作，为何突然陨落了？,游戏X博士,2019-01-04,32.9万,//www.bilibili.com/video/av39894299?from=search
492,明日方舟趣图集，凯尔希X博士专场。,明日清秋,2019-11-04,6.0万,//www.bilibili.com/video/av74479418?from=search
493,日本玩家评价【明日方舟】无敌的小火龙【大阪的番茶博士】,宅叔马克斯,2019-07-25,21.0万,//www.bilibili.com/video/av60714440?from=search
494,【不要再背语法了！】千呼万唤始出来~清华博士帮你破解语法学习迷思,张云翼_channel,2019-08-29,8.5万,//www.bilibili.com/video/av65854512?from=search
495,【明日方舟】99位干员中，唯有她一人抓住了博士的心。方舟最桃饱解析第一期：照亮前路的柔和星光——星极,黯影诗章,2019-09-13,12.7万,//www.bilibili.com/video/av67540777?from=search
496,博士~你家能天使没子弹啦~,最poi的Nia,2019-10-20,8.4万,//www.bilibili.com/video/av71793669?from=search
497,【明日方舟】【不墨迹抽卡】失智博士罗德岛魔术表演现场,闻香识,2019-08-27,12.4万,//www.bilibili.com/video/av65588123?from=search
498,构图也能抄袭？只会抄作业的画手不是个好博士！（滑稽脸）【昨日咸鱼官宣】,十分绘画,2019-06-12,12.6万,//www.bilibili.com/video/av55349298?from=search
499,博士携女友坐高铁逃票40次，被民警发现还装傻！,bili保安蜀黍,2019-06-11,25.8万,//www.bilibili.com/video/av55263400?from=search
500,《崩坏3》 听特斯拉博士讲解芽衣「女武神·强袭」增幅核心,崩坏3第一偶像爱酱,2019-02-01,34.7万,//www.bilibili.com/video/av42329452?from=search
501,在家好好学习！橘猫博士的纯享版自习室 2,橘猫博士,2020-01-26,382,//www.bilibili.com/video/av85126298?from=search
502,你怎么这么好看：大龄单身女博士自嘲属于“第三类人”  期待生活激起火花,甜甜的花果酱,2019-12-28,3.4万,//www.bilibili.com/video/av80734513?from=search
503,【QTJ谈工作】学历顶个毛用？寒窗苦读23年，博士毕业年薪10万！,钦天揽月,2019-11-04,9.0万,//www.bilibili.com/video/av74566973?from=search
504,博士毕业究竟有多难？博士读了8年终于毕业了，程枫的师兄真不容易,叶程枫,2019-12-08,5.7万,//www.bilibili.com/video/av78479074?from=search
505,【明日方舟】迫害梅菲斯特的第二种方法·珍爱生命，远离博士,突破天际的金闪闪,2019-07-13,16.8万,//www.bilibili.com/video/av58962267?from=search
506,【明日方舟】高能配音，人事部惨案2，克洛丝竟敢袭击博士！,南条鸡腿子,2019-06-11,18.6万,//www.bilibili.com/video/av55225400?from=search
507,您的粥糊了|减压视频| 小可爱给大博士老攻剥柚子，自己偷偷全吃了。,您的粥糊了,2020-01-15,8962,//www.bilibili.com/video/av83536585?from=search
508,【七舅姥爷】和博士一起卖艺求生！♥AIAIAI,七舅姥爷佛系养生,2019-11-16,6.5万,//www.bilibili.com/video/av75854307?from=search
509,【明日方舟】震惊，博士竟要求凛冬骂自己,卡哇伊的夫君桑,2019-06-16,19.8万,//www.bilibili.com/video/av55822616?from=search
510,李老八讲勾股定理如打扑克牌 带专吊打博士 抽家华罗庚名不虚传,穷哥们李博士,2019-12-27,3.2万,//www.bilibili.com/video/av80889187?from=search
511,邪恶博士制造世界末日，全球仅剩4472名人类，他还想赶尽杀绝！速看科幻恐怖电影《生化危机6：终章》,科幻梦工场,2019-10-21,10.6万,//www.bilibili.com/video/av71892603?from=search
512,史上最头铁的游戏公司，研究中国历史30年 ！【X博士特别篇】,游戏X博士,2019-09-21,11.9万,//www.bilibili.com/video/av68390400?from=search
513,【高清饭制】《奇异博士2》 2018年首支预告片,不种自生一株橘,2018-05-30,69.2万,//www.bilibili.com/video/av24126332?from=search
514,【明日方舟】全国刀客塔-听力考试A卷！谁才是真正的博士？,南条鸡腿子,2019-08-25,9.5万,//www.bilibili.com/video/av65177407?from=search
515,【酒馆战棋】新版本博士，全场最佳狂战斧！,夜阑梦,2020-01-26,735,//www.bilibili.com/video/av85120553?from=search
516,July Vlog #5 | 收到我的博士录取通知书了！超好看,YXZHANG_,2019-07-20,19.4万,//www.bilibili.com/video/av59910485?from=search
517,【明日方舟】那个舍弃高资去赌因陀罗失败的博士，后来怎么样了【来吸欧气！！！！】,薛丁谔的猫,2019-08-19,14.1万,//www.bilibili.com/video/av64347743?from=search
518,斯特兰奇成为奇异博士前后生活质量对比。开豪车，戴名表，住豪宅的他居然沦落到……,打游戏看电影的小姐姐,2019-07-25,21.0万,//www.bilibili.com/video/av60666091?from=search
519,明日方舟各种沙雕图合集第二期（虚假的博士vs真正的博士）,中二病症末期患者,2019-05-18,25.2万,//www.bilibili.com/video/av52787424?from=search
520,b站博士生追星up主/追星到去读博/看了华晨宇演唱会，我决定去读博/ 花花2019海南火星演唱会·火星的神奇力量/ 我为什么要去美国读文学博士/ 再看商业主义,吃书妄想,2019-12-31,2.1万,//www.bilibili.com/video/av81342222?from=search
521,一个广州博士，把床搬到街边，请不同阶层的男女同吃同睡,一条视频,2019-06-15,17.1万,//www.bilibili.com/video/av55711165?from=search
522,最喜欢博士了!!,アティィ,2020-01-02,2.8万,//www.bilibili.com/video/av81719829?from=search
523,医学博士：我脱发还有救么？,兔叭咯,2019-11-03,6.2万,//www.bilibili.com/video/av74378780?from=search
524,【X博士奇谈】中韩网游大战，韩国游戏是如何被打得落花流水？,游戏X博士,2019-08-09,14.2万,//www.bilibili.com/video/av62947050?from=search
525,奇异博士的竖手指到底是什么意思？,打他喵喵的棒棒糖,2019-05-01,26.1万,//www.bilibili.com/video/av51025634?from=search
526,【新年翻唱】《我真的很不错》清华大学在读博士祝大家新年更加不错（feat. 卡林巴琴、尤克里里、卡祖笛、ipad）附同步手语翻译,张云翼_channel,2020-01-01,1.6万,//www.bilibili.com/video/av80798403?from=search
527,据说点赞的博士都出了赫拉格和星极,屏幕另一边的迷云,2019-09-10,7.6万,//www.bilibili.com/video/av67260267?from=search
528,北大博士回应半天走98800步质疑：圈子里常见，很多队友都达到过,是牧羊人,2019-07-19,20.9万,//www.bilibili.com/video/av59780526?from=search
529,和人民大学女博士过一天 | 失眠第二天如何重新做人？ | study with me  | iPhone X 拍摄+剪辑  |  #校园vlog#,享福享福,2019-02-27,33.0万,//www.bilibili.com/video/av44798736?from=search
530,复仇者联盟4剧情预测，全都是奇异博士的计划，天真紫薯已经进入博士的圈套了。,尼克Blaine,2018-05-14,65.7万,//www.bilibili.com/video/av23424883?from=search
531,边考博边追星？丁程鑫是怎么助我考上博士的,YONALU,2019-12-27,1.7万,//www.bilibili.com/video/av80901591?from=search
532,除了30万安家费，博士还有这两项待遇，二本助教读博改变命运！,牛小guo,2019-12-26,3.4万,//www.bilibili.com/video/av80737097?from=search
533,【慕承和x薛桐 | 阿桐慕】《独家记忆》高甜混剪 | 博士生与本科生的battle || 爱X无限大,糖火烧Summer,2019-01-17,26.4万,//www.bilibili.com/video/av40925693?from=search
534,《令人心动的offer》勋博士偶像包袱太重被王律吐槽，吃到第二碗肉之后整个人都开心了,凡世尘殇,2019-11-30,6.4万,//www.bilibili.com/video/av77508052?from=search
